path_name,adj_p_val,overlapping_genes,-log10_pval,method,path_name_clean,n_sensors
positive regulation of smooth muscle cell proliferation (GO:0048661),0.001930231936422228,"['BMP4', 'JUN', 'IL6', 'STAT1', 'HMOX1']",2.7143905030874027,foldChange,Positive regulation of smooth muscle cell proliferation ,5
regulation of cell cycle process (GO:0010564),0.0019450913410890287,"['SFRP1', 'CDKN2B', 'PLK2', 'PLK1', 'KIF20A', 'MKI67', 'AURKA']",2.711059999479919,foldChange,Regulation of cell cycle process ,7
positive regulation of vascular endothelial growth factor production (GO:0010575),0.0021080499970056203,"['C3', 'IL6', 'IL1B', 'PTGS2']",2.6761190930960375,foldChange,Positive regulation of vascular endothelial growth factor production ,4
negative regulation of inclusion body assembly (GO:0090084),0.0022285844656222058,"['DNAJB1', 'HSPA1B', 'HSPA1A']",2.6519709010624513,foldChange,Negative regulation of inclusion body assembly ,3
negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201),0.0022285844656222058,"['DNAJB1', 'JUN', 'HSPA1A']",2.6519709010624513,foldChange,Negative regulation of transcription from rna polymerase ii promoter in response to stress ,3
negative regulation of MAP kinase activity (GO:0043407),0.002249165987918296,"['BMP4', 'RGS2', 'DUSP1', 'IL1B', 'SPRY1']",2.6479784925515233,foldChange,Negative regulation of map kinase activity ,5
apoptotic process (GO:0006915),0.002249165987918296,"['NFKBIA', 'NGFR', 'PLSCR1', 'IL1B', 'MX1', 'IFI6', 'PMAIP1', 'DHCR24', 'IER3', 'IFIT2']",2.6479784925515233,foldChange,Apoptotic process ,10
positive regulation of type I interferon production (GO:0032481),0.0023117027822223907,"['OAS1', 'OAS2', 'STAT1', 'OAS3', 'IRF7', 'ISG15']",2.63606800430789,foldChange,Positive regulation of type i interferon production ,6
chaperone cofactor-dependent protein refolding (GO:0051085),0.0023117027822223907,"['DNAJB1', 'HSPA6', 'HSPA1B', 'HSPA1A']",2.63606800430789,foldChange,Chaperone cofactor-dependent protein refolding ,4
regulation of mitotic metaphase/anaphase transition (GO:0030071),0.0023117027822223907,"['CCNB1', 'DUSP1', 'UBE2C', 'PLK1']",2.63606800430789,foldChange,Regulation of mitotic metaphase/anaphase transition ,4
regulation of interferon-beta production (GO:0032648),0.0023374675259660227,"['OAS1', 'OAS2', 'OAS3', 'IRF7', 'ISG15']",2.631254413992013,foldChange,Regulation of interferon-beta production ,5
regulation of smooth muscle cell proliferation (GO:0048660),0.0023374675259660227,"['BMP4', 'IL6', 'STAT1', 'TNFAIP3', 'HMOX1']",2.631254413992013,foldChange,Regulation of smooth muscle cell proliferation ,5
mitotic cytokinesis (GO:0000281),0.0023374675259660227,"['ANLN', 'PLK1', 'CKAP2', 'KIF23', 'KIF20A']",2.631254413992013,foldChange,Mitotic cytokinesis ,5
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.0023702968397236457,"['ZBTB18', 'CEBPA', 'JUN', 'RBM15', 'HMGB2', 'NR1D1', 'CIART', 'BMP4', 'PER1', 'SFRP1', 'CENPF', 'BCL6', 'DDIT3', 'ANKRD1', 'BIRC5', 'GZF1']",2.625197262520958,foldChange,Negative regulation of cellular macromolecule biosynthetic process ,16
organic hydroxy compound biosynthetic process (GO:1901617),0.0024854762613583576,"['INSIG1', 'MSMO1', 'HMGCR', 'DHCR7', 'TM7SF2']",2.6045903804269357,foldChange,Organic hydroxy compound biosynthetic process ,5
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),0.0024854762613583576,"['CDC20', 'CEBPA', 'PLK1', 'CLU', 'HSPA1B', 'HSPA1A']",2.6045903804269357,foldChange,Positive regulation of proteasomal ubiquitin-dependent protein catabolic process ,6
acute inflammatory response (GO:0002526),0.0024854762613583576,"['IL6', 'PLSCR1', 'C2CD4A', 'F3']",2.6045903804269357,foldChange,Acute inflammatory response ,4
regulation of vascular endothelial growth factor production (GO:0010574),0.0024854762613583576,"['C3', 'IL6', 'IL1B', 'PTGS2']",2.6045903804269357,foldChange,Regulation of vascular endothelial growth factor production ,4
positive regulation of erythrocyte differentiation (GO:0045648),0.0024854762613583576,"['STAT1', 'HMGB2', 'HSPA1B', 'HSPA1A']",2.6045903804269357,foldChange,Positive regulation of erythrocyte differentiation ,4
regulation of ERK1 and ERK2 cascade (GO:0070372),0.0025471509044173463,"['CCL8', 'CCL11', 'CCL7', 'IL1B', 'CCL2', 'CHI3L1', 'SPRY1', 'GBP1', 'DUSP6', 'ICAM1']",2.593945324759839,foldChange,Regulation of erk1 and erk2 cascade ,10
regulation of inclusion body assembly (GO:0090083),0.0025471509044173463,"['DNAJB1', 'HSPA1B', 'HSPA1A']",2.593945324759839,foldChange,Regulation of inclusion body assembly ,3
regulation of monocyte chemotactic protein-1 production (GO:0071637),0.0025471509044173463,"['OAS1', 'IL1B', 'OAS3']",2.593945324759839,foldChange,Regulation of monocyte chemotactic protein-1 production ,3
intestinal lipid absorption (GO:0098856),0.0025471509044173463,"['LIMA1', 'UGCG', 'LDLR']",2.593945324759839,foldChange,Intestinal lipid absorption ,3
negative regulation of bone remodeling (GO:0046851),0.0025471509044173463,"['IL6', 'SFRP1', 'TNFAIP3']",2.593945324759839,foldChange,Negative regulation of bone remodeling ,3
PERK-mediated unfolded protein response (GO:0036499),0.0025471509044173463,"['CXCL8', 'DDIT3', 'CCL2']",2.593945324759839,foldChange,Perk-mediated unfolded protein response ,3
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),0.002693004405066458,"['IL1B', 'IFI6', 'HSPA1B', 'HSPA1A']",2.569762936193209,foldChange,Regulation of extrinsic apoptotic signaling pathway in absence of ligand ,4
cellular response to interleukin-6 (GO:0071354),0.002693004405066458,"['CEBPA', 'SOCS3', 'IL6', 'STAT1']",2.569762936193209,foldChange,Cellular response to interleukin-6 ,4
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),0.0028042198361391346,"['CCNA2', 'CEBPA', 'CCNB1', 'CDKN2B', 'PSRC1', 'PLK1']",2.5521879429593963,foldChange,Regulation of cyclin-dependent protein serine/threonine kinase activity ,6
positive regulation of chemokine production (GO:0032722),0.0029766694894451527,"['IL6', 'OAS1', 'IL1B', 'OAS3', 'HMOX1']",2.5262693839890535,foldChange,Positive regulation of chemokine production ,5
anaphase-promoting complex-dependent catabolic process (GO:0031145),0.003151888474255266,"['CDC20', 'CCNB1', 'UBE2C', 'PLK1', 'CDK1', 'AURKA']",2.501429157893277,foldChange,Anaphase-promoting complex-dependent catabolic process ,6
mitotic nuclear membrane disassembly (GO:0007077),0.0031734514828315537,"['CCNB1', 'PLK1', 'CDK1']",2.4984681369906747,foldChange,Mitotic nuclear membrane disassembly ,3
positive regulation of ubiquitin protein ligase activity (GO:1904668),0.0031734514828315537,"['CDC20', 'UBE2C', 'PLK1']",2.4984681369906747,foldChange,Positive regulation of ubiquitin protein ligase activity ,3
positive regulation of nucleic acid-templated transcription (GO:1903508),0.0031734514828315537,"['JUN', 'DTX3L', 'STAT1', 'HMGB2', 'FOS', 'NR1D1', 'PARP9', 'BMP4', 'IL6', 'SFRP1', 'PSRC1', 'IL1B', 'DDIT3', 'IRF7', 'SOX4']",2.4984681369906747,foldChange,Positive regulation of nucleic acid-templated transcription ,15
regulation of cell cycle G2/M phase transition (GO:1902749),0.003261464384954889,"['CENPF', 'TUBA1A', 'PLK1', 'CDK1', 'TUBB4B', 'AURKA']",2.486587359591905,foldChange,Regulation of cell cycle g2/m phase transition ,6
negative regulation of cytokine-mediated signaling pathway (GO:0001960),0.0033651333452672924,"['IL6', 'OAS1', 'OAS3', 'ISG15', 'PARP14']",2.4729977219403376,foldChange,Negative regulation of cytokine-mediated signaling pathway ,5
negative regulation of protein modification by small protein conjugation or removal (GO:1903321),0.0033651333452672924,"['TNFAIP3', 'ISG15', 'SOX4', 'HSPA1B', 'HSPA1A']",2.4729977219403376,foldChange,Negative regulation of protein modification by small protein conjugation or removal ,5
glucose homeostasis (GO:0042593),0.003399975273508382,"['CEBPA', 'NGFR', 'IL6', 'OAS1', 'NR1D1', 'SOX4']",2.4685242413747788,foldChange,Glucose homeostasis ,6
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.0035986577230960547,"['CCNB1', 'PLK2', 'CDK1', 'SOX4', 'AURKA']",2.4438594581649884,foldChange,"Dna damage response, signal transduction by p53 class mediator resulting in cell cycle arrest ",5
innate immune response (GO:0045087),0.0035986577230960547,"['C3', 'BST2', 'IFITM1', 'OAS1', 'RARRES2', 'MX1', 'IFI6', 'IRF7', 'PTX3', 'ISG15', 'IFIT1']",2.4438594581649884,foldChange,Innate immune response ,11
'de novo' posttranslational protein folding (GO:0051084),0.0036354367315120473,"['DNAJB1', 'HSPA6', 'HSPA1B', 'HSPA1A']",2.4394434090985895,foldChange,'de novo' posttranslational protein folding ,4
positive regulation of ubiquitin-protein transferase activity (GO:0051443),0.0036354367315120473,"['CDC20', 'UBE2C', 'ARRDC3', 'PLK1']",2.4394434090985895,foldChange,Positive regulation of ubiquitin-protein transferase activity ,4
negative regulation of binding (GO:0051100),0.003717194026814874,"['NFKBIA', 'JUN', 'IFIT1', 'NES', 'IFIT2', 'AURKA']",2.429784769392352,foldChange,Negative regulation of binding ,6
positive regulation of inflammatory response (GO:0050729),0.003925113912746231,"['NFKBIA', 'CEBPA', 'IL6', 'IL1B', 'C2CD4A', 'IFI35']",2.4061477348526834,foldChange,Positive regulation of inflammatory response ,6
negative regulation of growth (GO:0045926),0.004012881190048446,"['BST2', 'SFRP1', 'PSRC1', 'BCL6', 'HSPA1B', 'MT1E', 'HSPA1A']",2.3965436982951145,foldChange,Negative regulation of growth ,7
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531),0.004393843057002379,"['SOCS3', 'IL6', 'LIF', 'PARP9', 'PARP14']",2.3571554596356075,foldChange,Positive regulation of tyrosine phosphorylation of stat protein ,5
apoptotic mitochondrial changes (GO:0008637),0.004492991005442467,"['IFI6', 'SOD2', 'CLU', 'IFIT2']",2.347464450823982,foldChange,Apoptotic mitochondrial changes ,4
positive regulation of macromolecule biosynthetic process (GO:0010557),0.004536724183910698,"['IL6', 'HSPH1', 'IL1B', 'NAMPT', 'CCL2', 'IRS2', 'SOX4']",2.343257623433297,foldChange,Positive regulation of macromolecule biosynthetic process ,7
antiviral innate immune response (GO:0140374),0.0045370281461882015,"['OAS1', 'MX1', 'IFIT1']",2.3432285265095385,foldChange,Antiviral innate immune response ,3
regulation of response to interferon-gamma (GO:0060330),0.0045370281461882015,"['SOCS3', 'STAT1', 'PARP9']",2.3432285265095385,foldChange,Regulation of response to interferon-gamma ,3
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356),0.0045370281461882015,"['NAMPT', 'PARP9', 'PTGS2']",2.3432285265095385,foldChange,Nad biosynthesis via nicotinamide riboside salvage pathway ,3
nuclear membrane disassembly (GO:0051081),0.0045370281461882015,"['CCNB1', 'PLK1', 'CDK1']",2.3432285265095385,foldChange,Nuclear membrane disassembly ,3
regulation of neurogenesis (GO:0050767),0.005284754221761448,"['IL6', 'CCL11', 'MME', 'IL1B', 'HMGB2']",2.2769752056346664,foldChange,Regulation of neurogenesis ,5
regulation of mitotic spindle organization (GO:0060236),0.005362179464105089,"['PSRC1', 'PLK1', 'HSPA1B', 'HSPA1A']",2.2706586549248935,foldChange,Regulation of mitotic spindle organization ,4
negative regulation of neurogenesis (GO:0050768),0.005362179464105089,"['NGFR', 'IL6', 'CCL11', 'IL1B']",2.2706586549248935,foldChange,Negative regulation of neurogenesis ,4
regulation of microglial cell activation (GO:1903978),0.005411859482343746,"['IL6', 'NR1D1', 'LDLR']",2.2666534882819125,foldChange,Regulation of microglial cell activation ,3
integrated stress response signaling (GO:0140467),0.005411859482343746,"['CXCL8', 'DDIT3', 'CCL2']",2.2666534882819125,foldChange,Integrated stress response signaling ,3
positive regulation of intracellular signal transduction (GO:1902533),0.005411859482343746,"['CSF3', 'GDF15', 'PLK2', 'LIF', 'SECTM1', 'IRS2', 'IFI35', 'F3', 'BST2', 'IL6', 'IL1B', 'DDIT3', 'CHI3L1', 'HMOX1', 'PMAIP1']",2.2666534882819125,foldChange,Positive regulation of intracellular signal transduction ,15
regulation of mitotic cell cycle (GO:0007346),0.005686309121297538,"['CDC20', 'CCNB1', 'UBE2C', 'PLK1', 'CDK1', 'GAS1', 'PIM3', 'MKI67']",2.245169534722146,foldChange,Regulation of mitotic cell cycle ,8
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),0.005686309121297538,"['BST2', 'PER1', 'STAT1', 'IL1B', 'PLK2', 'TNFAIP3', 'SECTM1', 'HMOX1', 'NR1D1']",2.245169534722146,foldChange,Regulation of i-kappab kinase/nf-kappab signaling ,9
regulation of defense response to virus by host (GO:0050691),0.005686309121297538,"['DTX3L', 'STAT1', 'TNFAIP3', 'PARP9']",2.245169534722146,foldChange,Regulation of defense response to virus by host ,4
cellular response to heat (GO:0034605),0.005686309121297538,"['HSPA6', 'HMOX1', 'HSPA1B', 'HSPA1A']",2.245169534722146,foldChange,Cellular response to heat ,4
positive regulation of cytokine-mediated signaling pathway (GO:0001961),0.005686309121297538,"['PARP14', 'PARP9', 'HSPA1B', 'HSPA1A']",2.245169534722146,foldChange,Positive regulation of cytokine-mediated signaling pathway ,4
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.005708561619289222,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2', 'CXCL5']",2.2434733067277186,foldChange,Antimicrobial humoral immune response mediated by antimicrobial peptide ,5
mitotic G1 DNA damage checkpoint signaling (GO:0031571),0.006096755944839029,"['CCNB1', 'PLK2', 'CDK1', 'SOX4', 'AURKA']",2.214901189582165,foldChange,Mitotic g1 dna damage checkpoint signaling ,5
regulation of erythrocyte differentiation (GO:0045646),0.006171751288704553,"['STAT1', 'HMGB2', 'HSPA1B', 'HSPA1A']",2.209591583600393,foldChange,Regulation of erythrocyte differentiation ,4
phospholipid biosynthetic process (GO:0008654),0.006171751288704553,"['IDI1', 'FDPS', 'MVD', 'FADS1']",2.209591583600393,foldChange,Phospholipid biosynthetic process ,4
negative regulation of type I interferon-mediated signaling pathway (GO:0060339),0.006173484992622865,"['OAS1', 'OAS3', 'ISG15']",2.209469603261942,foldChange,Negative regulation of type i interferon-mediated signaling pathway ,3
positive regulation of small molecule metabolic process (GO:0062013),0.006173484992622865,"['PMAIP1', 'ADM', 'IRS2']",2.209469603261942,foldChange,Positive regulation of small molecule metabolic process ,3
negative regulation of innate immune response (GO:0045824),0.006721335100242977,"['OAS1', 'OAS3', 'TNFAIP3', 'ISG15']",2.1725444517858734,foldChange,Negative regulation of innate immune response ,4
"negative regulation of transcription, DNA-templated (GO:0045892)",0.006732816526441471,"['ZBTB18', 'CEBPA', 'JUN', 'RBM15', 'STAT1', 'PLK1', 'HMGB2', 'NR1D1', 'PARP9', 'CIART', 'NR4A2', 'BMP4', 'PER1', 'DNAJB1', 'SFRP1', 'CENPF', 'BCL6', 'DDIT3', 'IRF7', 'BIRC5', 'GZF1']",2.171803220173332,foldChange,"Negative regulation of transcription, dna-templated ",21
regulation of cell death (GO:0010941),0.00677721852626715,"['BMP4', 'DHCR24', 'CLU', 'SOX4', 'HSPA1B', 'HSPA1A']",2.168948510638285,foldChange,Regulation of cell death ,6
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),0.00677721852626715,"['CEBPA', 'XPO1', 'PLK1', 'CLU', 'HSPA1B', 'HSPA1A']",2.168948510638285,foldChange,Regulation of proteasomal ubiquitin-dependent protein catabolic process ,6
regulation of tyrosine phosphorylation of STAT protein (GO:0042509),0.007115171375201946,"['SOCS3', 'IL6', 'LIF', 'PARP9', 'PARP14']",2.1478146350866245,foldChange,Regulation of tyrosine phosphorylation of stat protein ,5
muscle tissue morphogenesis (GO:0060415),0.007140234771050825,"['BMP4', 'ACTC1', 'ANKRD1']",2.146287508378497,foldChange,Muscle tissue morphogenesis ,3
negative regulation of chemokine production (GO:0032682),0.007140234771050825,"['IL6', 'OAS1', 'OAS3']",2.146287508378497,foldChange,Negative regulation of chemokine production ,3
cellular protein modification process (GO:0006464),0.007301886776951054,"['DUSP2', 'CCL11', 'DUSP1', 'PLK2', 'PLK1', 'ISG15', 'PARP9', 'PARP14', 'KLHL41', 'DUSP6', 'FBXL22', 'AURKA', 'C3', 'BMP4', 'SOCS3', 'UGCG', 'IL6', 'B3GALT2', 'CDK1', 'CCL2', 'BIRC5', 'PIM3']",2.136564905503877,foldChange,Cellular protein modification process ,22
positive regulation of cellular metabolic process (GO:0031325),0.007676512643369052,"['NFKBIA', 'STARD4', 'CCNB1', 'CXCL8', 'FASN', 'CDK1']",2.1148360304513885,foldChange,Positive regulation of cellular metabolic process ,6
lymphocyte migration (GO:0072676),0.007730117557297463,"['CCL11', 'CCL8', 'CCL7', 'CCL2']",2.1118139014118973,foldChange,Lymphocyte migration ,4
negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),0.007730117557297463,"['PER1', 'STAT1', 'TNFAIP3', 'NR1D1']",2.1118139014118973,foldChange,Negative regulation of i-kappab kinase/nf-kappab signaling ,4
carbohydrate homeostasis (GO:0033500),0.007765823217243288,"['CEBPA', 'NGFR', 'IL6', 'OAS1', 'SOX4']",2.1098125000441046,foldChange,Carbohydrate homeostasis ,5
sterol metabolic process (GO:0016125),0.007765823217243288,"['INSIG1', 'MSMO1', 'HMGCR', 'DHCR7', 'TM7SF2']",2.1098125000441046,foldChange,Sterol metabolic process ,5
release of cytochrome c from mitochondria (GO:0001836),0.008129464803899745,"['IFI6', 'SOD2', 'CLU']",2.089938044856597,foldChange,Release of cytochrome c from mitochondria ,3
response to interferon-alpha (GO:0035455),0.008129464803899745,"['BST2', 'IFITM1', 'MX2']",2.089938044856597,foldChange,Response to interferon-alpha ,3
cholesterol homeostasis (GO:0042632),0.00815055817387111,"['LIMA1', 'FABP3', 'INSIG1', 'NR1D1', 'LDLR']",2.0888126484954292,foldChange,Cholesterol homeostasis ,5
regulation of G2/M transition of mitotic cell cycle (GO:0010389),0.008484553225061859,"['CCNB1', 'CENPF', 'TUBA1A', 'PLK1', 'CDK1', 'TUBB4B', 'AURKA']",2.0713710215842323,foldChange,Regulation of g2/m transition of mitotic cell cycle ,7
positive regulation of hydrolase activity (GO:0051345),0.008484553225061859,"['SFRP1', 'CCL11', 'CCL8', 'CCL7', 'RGS16', 'HMGB2', 'CCL2']",2.0713710215842323,foldChange,Positive regulation of hydrolase activity ,7
cytoskeleton-dependent cytokinesis (GO:0061640),0.008501744817213594,"['ANLN', 'PLK1', 'CKAP2', 'KIF23', 'KIF20A']",2.070491934671085,foldChange,Cytoskeleton-dependent cytokinesis ,5
sterol homeostasis (GO:0055092),0.008501744817213594,"['LIMA1', 'FABP3', 'INSIG1', 'NR1D1', 'LDLR']",2.070491934671085,foldChange,Sterol homeostasis ,5
regulation of glucose transmembrane transport (GO:0010827),0.009177291102377902,"['C3', 'IL1B', 'SLC2A1']",2.0372854923175296,foldChange,Regulation of glucose transmembrane transport ,3
regulation of mitotic spindle assembly (GO:1901673),0.009177291102377902,"['PLK1', 'HSPA1B', 'HSPA1A']",2.0372854923175296,foldChange,Regulation of mitotic spindle assembly ,3
negative regulation of nervous system development (GO:0051961),0.009177291102377902,"['IL6', 'CCL11', 'IL1B']",2.0372854923175296,foldChange,Negative regulation of nervous system development ,3
proteolysis involved in cellular protein catabolic process (GO:0051603),0.009379846287580613,"['CTSK', 'TNFAIP3', 'PMAIP1', 'ISG15', 'NR1D1']",2.027804278572164,foldChange,Proteolysis involved in cellular protein catabolic process ,5
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.009379846287580613,"['CCNB1', 'PLK2', 'CDK1', 'SOX4', 'AURKA']",2.027804278572164,foldChange,"Dna damage response, signal transduction by p53 class mediator ",5
lymphocyte chemotaxis (GO:0048247),0.009738626215587135,"['CCL11', 'CCL8', 'CCL7', 'CCL2']",2.0115023027794545,foldChange,Lymphocyte chemotaxis ,4
regulation of germinal center formation (GO:0002634),0.009738626215587135,"['BCL6', 'TNFAIP3']",2.0115023027794545,foldChange,Regulation of germinal center formation ,2
regulation of T-helper 1 cell cytokine production (GO:2000554),0.009738626215587135,"['IL1R1', 'IL1B']",2.0115023027794545,foldChange,Regulation of t-helper 1 cell cytokine production ,2
glucose import across plasma membrane (GO:0098708),0.009738626215587135,"['SLC2A1', 'SLC2A3']",2.0115023027794545,foldChange,Glucose import across plasma membrane ,2
isopentenyl diphosphate biosynthetic process (GO:0009240),0.009738626215587135,"['IDI1', 'MVD']",2.0115023027794545,foldChange,Isopentenyl diphosphate biosynthetic process ,2
positive regulation of glial cell proliferation (GO:0060252),0.009738626215587135,"['IL6', 'IL1B']",2.0115023027794545,foldChange,Positive regulation of glial cell proliferation ,2
positive regulation of heat generation (GO:0031652),0.009738626215587135,"['IL1B', 'PTGS2']",2.0115023027794545,foldChange,Positive regulation of heat generation ,2
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),0.009738626215587135,"['HSPA1B', 'HSPA1A']",2.0115023027794545,foldChange,Positive regulation of nucleotide-binding oligomerization domain containing signaling pathway ,2
positive regulation of prostaglandin biosynthetic process (GO:0031394),0.009738626215587135,"['IL1B', 'PTGS2']",2.0115023027794545,foldChange,Positive regulation of prostaglandin biosynthetic process ,2
positive regulation of T-helper 1 cell cytokine production (GO:2000556),0.009738626215587135,"['IL1R1', 'IL1B']",2.0115023027794545,foldChange,Positive regulation of t-helper 1 cell cytokine production ,2
postsynaptic endocytosis (GO:0140239),0.009738626215587135,"['MX2', 'MX1']",2.0115023027794545,foldChange,Postsynaptic endocytosis ,2
postsynaptic neurotransmitter receptor internalization (GO:0098884),0.009738626215587135,"['MX2', 'MX1']",2.0115023027794545,foldChange,Postsynaptic neurotransmitter receptor internalization ,2
protein K29-linked deubiquitination (GO:0035523),0.009738626215587135,"['TNFAIP3', 'YOD1']",2.0115023027794545,foldChange,Protein k29-linked deubiquitination ,2
regulation of cell division (GO:0051302),0.009738626215587135,"['PLK2', 'PLK1', 'TXNIP', 'KIF20A', 'AURKA']",2.0115023027794545,foldChange,Regulation of cell division ,5
regulation of acute inflammatory response (GO:0002673),0.009738626215587135,"['IL6', 'C2CD4A', 'PTGES']",2.0115023027794545,foldChange,Regulation of acute inflammatory response ,3
glucose transmembrane transport (GO:1904659),0.009738626215587135,"['SLC2A1', 'SLC2A3', 'SLC5A3']",2.0115023027794545,foldChange,Glucose transmembrane transport ,3
negative regulation of viral life cycle (GO:1903901),0.009738626215587135,"['BST2', 'IFITM1', 'PTX3']",2.0115023027794545,foldChange,Negative regulation of viral life cycle ,3
cytokine-mediated signaling pathway (GO:0019221),2.2732042034100503e-14,"['CDKN1A', 'IFITM1', 'CSF3', 'CXCL8', 'CEBPD', 'CXCL1', 'CXCL3', 'PTGS2', 'CXCL2', 'SOCS3', 'MT2A', 'PSMB4', 'UBB', 'CCND1', 'TMSB4X', 'UBC', 'HMOX1', 'CCL2', 'TIMP1', 'JUNB', 'B2M', 'HSPA8', 'IL11', 'TNFRSF12A', 'MMP1', 'MMP3', 'FN1', 'HLA-C', 'MIF', 'HLA-A', 'HLA-E', 'NFKBIA', 'COL1A2', 'IL1B', 'VIM', 'P4HB']",13.643361549567258,raw,Cytokine-mediated signaling pathway ,36
cellular response to cytokine stimulus (GO:0071345),4.499553939964313e-10,"['CDKN1A', 'CSF3', 'CXCL8', 'CEBPD', 'CXCL1', 'PTGS2', 'CXCL2', 'SOCS3', 'MT2A', 'UBB', 'CCND1', 'UBC', 'HMOX1', 'CCL2', 'TIMP1', 'JUNB', 'HSPA8', 'IL11', 'DUSP1', 'MMP1', 'MMP3', 'WNT5A', 'FN1', 'COL1A2', 'IL1B', 'VIM', 'GAPDH']",9.3468305375611,raw,Cellular response to cytokine stimulus ,27
regulation of apoptotic process (GO:0042981),1.0328367065626878e-08,"['CITED2', 'GSTP1', 'HSPB1', 'THBS1', 'LGALS1', 'UBB', 'ARHGDIA', 'UBC', 'RACK1', 'FLNA', 'PHLDA1', 'SOX4', 'CTSB', 'JUN', 'HSPA5', 'TNFRSF12A', 'IGFBP3', 'WNT5A', 'ANXA5', 'MIF', 'DKK1', 'DUSP6', 'RHOB', 'NFKBIA', 'GREM1', 'TCIM', 'CALR', 'HSPA1B', 'TPT1', 'ATF4', 'HSPA1A']",7.985968335832316,raw,Regulation of apoptotic process ,31
regulation of cell migration (GO:0030334),1.0837482531479322e-08,"['CEMIP', 'IFITM1', 'CD151', 'HSPA5', 'IGFBP5', 'CITED2', 'CAV1', 'SERPINE1', 'STC1', 'MIF', 'THY1', 'THBS1', 'ACTG1', 'RHOB', 'COL1A1', 'MMP14', 'PLAU', 'TMSB4X', 'IL1B', 'RACK1', 'FLNA', 'CCN1', 'TMSB10']",7.965071589537717,raw,Regulation of cell migration ,23
extracellular matrix organization (GO:0030198),1.0837482531479322e-08,"['SPARC', 'CD151', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'BGN', 'THBS1', 'COL1A1', 'GREM1', 'MMP14', 'COL3A1', 'COL1A2', 'CTSL', 'SERPINH1', 'COL6A3', 'TIMP1', 'P4HB', 'PPIB']",7.965071589537717,raw,Extracellular matrix organization ,20
negative regulation of cell migration (GO:0030336),7.165456193142241e-08,"['IFITM1', 'IGFBP5', 'CITED2', 'IGFBP3', 'SERPINE1', 'STC1', 'MIF', 'THY1', 'RHOB', 'GJA1', 'COL3A1', 'HMOX1', 'CALR', 'TIMP1']",7.144756154763156,raw,Negative regulation of cell migration ,14
supramolecular fiber organization (GO:0097435),1.264286560015748e-07,"['HSP90AB1', 'CD151', 'TPM4', 'LUM', 'TPM2', 'RHOB', 'COL1A1', 'GREM1', 'MARCKS', 'COL3A1', 'COL1A2', 'ACTC1', 'UBB', 'UBC', 'SERPINH1', 'COL6A3', 'VIM', 'P4HB', 'PPIB', 'B2M']",6.8981544788000075,raw,Supramolecular fiber organization ,20
negative regulation of apoptotic process (GO:0043066),1.863507890794384e-07,"['BEX3', 'GPX1', 'HSPA5', 'CITED2', 'CAV1', 'GSTP1', 'WNT5A', 'ANXA5', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'NFKBIA', 'GREM1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'CCL2', 'HSPA1B', 'TPT1', 'HSPA1A']",6.729668763939815,raw,Negative regulation of apoptotic process ,23
cellular response to molecule of bacterial origin (GO:0071219),4.308604516478306e-07,"['CXCL8', 'IL1B', 'GSTP1', 'SERPINE1', 'WNT5A', 'HMGB2', 'TNFAIP3', 'CCL2', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",6.3656633676414085,raw,Cellular response to molecule of bacterial origin ,12
cellular response to lipopolysaccharide (GO:0071222),6.347232572043613e-07,"['CXCL8', 'IL1B', 'GSTP1', 'SERPINE1', 'WNT5A', 'HMGB2', 'TNFAIP3', 'CCL2', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",6.197415588198619,raw,Cellular response to lipopolysaccharide ,12
positive regulation of gene expression (GO:0010628),6.600063740790245e-07,"['DDX5', 'CXCL8', 'CITED2', 'WNT5A', 'FN1', 'MIF', 'EEF2', 'THBS1', 'DKK1', 'ACTB', 'ACTG1', 'RBM3', 'GJA1', 'ACTC1', 'IL1B', 'VIM', 'GAPDH', 'SLC38A2', 'HSPA1B', 'SOX4', 'ATF4', 'HSPA1A']",6.180451870194525,raw,Positive regulation of gene expression ,22
