path_name,adj_p_val,overlapping_genes,-log10_pval,method,path_name_clean,n_sensors
"positive regulation of transcription, DNA-templated (GO:0045893)",0.008351542898758712,"['CSF3', 'JUN', 'DTX3L', 'LIF', 'HMGB2', 'NFKBIA', 'NR4A2', 'HELZ2', 'PER1', 'IL6', 'SFRP1', 'IL1B', 'DDIT3', 'NAMPT', 'IRF7']",2.078233283735889,foldChange,"Positive regulation of transcription, dna-templated ",15
negative regulation of cell migration (GO:0030336),0.008442053220012508,"['BST2', 'NGFR', 'IFITM1', 'SFRP1', 'STC1']",2.0735519143132257,foldChange,Negative regulation of cell migration ,5
regulation of erythrocyte differentiation (GO:0045646),0.008634555590542803,"['HMGB2', 'HSPA1B', 'HSPA1A']",2.0637600100990388,foldChange,Regulation of erythrocyte differentiation ,3
regulation of p38MAPK cascade (GO:1900744),0.008634555590542803,"['PER1', 'DUSP1', 'IL1B']",2.0637600100990388,foldChange,Regulation of p38mapk cascade ,3
vascular transport (GO:0010232),0.008634555590542803,"['SLC2A1', 'SLC2A3', 'SLC29A1', 'SLC5A3']",2.0637600100990388,foldChange,Vascular transport ,4
negative regulation of bone resorption (GO:0045779),0.008634555590542803,"['IL6', 'TNFAIP3']",2.0637600100990388,foldChange,Negative regulation of bone resorption ,2
regulation of cell adhesion molecule production (GO:0060353),0.008634555590542803,"['CXCL8', 'IL1B']",2.0637600100990388,foldChange,Regulation of cell adhesion molecule production ,2
negative regulation of lipid localization (GO:1905953),0.008634555590542803,"['NFKBIA', 'IL6']",2.0637600100990388,foldChange,Negative regulation of lipid localization ,2
regulation of glial cell proliferation (GO:0060251),0.008634555590542803,"['IL6', 'IL1B']",2.0637600100990388,foldChange,Regulation of glial cell proliferation ,2
DNA topological change (GO:0006265),0.008634555590542803,"['TOP2A', 'HMGB2']",2.0637600100990388,foldChange,Dna topological change ,2
L-ascorbic acid metabolic process (GO:0019852),0.008634555590542803,"['SLC2A1', 'SLC2A3']",2.0637600100990388,foldChange,L-ascorbic acid metabolic process ,2
positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265),0.008634555590542803,"['HSPA1B', 'HSPA1A']",2.0637600100990388,foldChange,Positive regulation of tumor necrosis factor-mediated signaling pathway ,2
unsaturated fatty acid biosynthetic process (GO:0006636),0.008634555590542803,"['SCD', 'FADS1']",2.0637600100990388,foldChange,Unsaturated fatty acid biosynthetic process ,2
negative regulation of innate immune response (GO:0045824),0.008861054969649769,"['OAS3', 'TNFAIP3', 'ISG15']",2.052514569284237,foldChange,Negative regulation of innate immune response ,3
regulation of interferon-gamma production (GO:0032649),0.008861054969649769,"['IL1R1', 'DDIT3', 'IL1B', 'ISG15']",2.052514569284237,foldChange,Regulation of interferon-gamma production ,4
transport across blood-brain barrier (GO:0150104),0.008861054969649769,"['SLC2A1', 'SLC2A3', 'SLC29A1', 'SLC5A3']",2.052514569284237,foldChange,Transport across blood-brain barrier ,4
positive regulation of apoptotic process (GO:0043065),0.009058799237772612,"['TOP2A', 'NGFR', 'JUN', 'IL6', 'SFRP1', 'DDIT3', 'ANKRD1']",2.042929365123387,foldChange,Positive regulation of apoptotic process ,7
negative regulation of binding (GO:0051100),0.00952427967892614,"['NFKBIA', 'JUN', 'IFIT1', 'NES']",2.0211678600929726,foldChange,Negative regulation of binding ,4
positive regulation of inflammatory response (GO:0050729),0.009785032095171155,"['NFKBIA', 'IL6', 'IL1B', 'C2CD4A']",2.0094377455059425,foldChange,Positive regulation of inflammatory response ,4
lymphocyte migration (GO:0072676),0.009785032095171155,"['CCL8', 'CCL7', 'CCL2']",2.0094377455059425,foldChange,Lymphocyte migration ,3
negative regulation of hormone secretion (GO:0046888),0.009785032095171155,"['IL1B', 'LIF']",2.0094377455059425,foldChange,Negative regulation of hormone secretion ,2
negative regulation of inclusion body assembly (GO:0090084),0.009785032095171155,"['HSPA1B', 'HSPA1A']",2.0094377455059425,foldChange,Negative regulation of inclusion body assembly ,2
negative regulation of protein exit from endoplasmic reticulum (GO:0070862),0.009785032095171155,"['INSIG1', 'YOD1']",2.0094377455059425,foldChange,Negative regulation of protein exit from endoplasmic reticulum ,2
negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201),0.009785032095171155,"['JUN', 'HSPA1A']",2.0094377455059425,foldChange,Negative regulation of transcription from rna polymerase ii promoter in response to stress ,2
cytoplasmic pattern recognition receptor signaling pathway in response to virus (GO:0039528),0.009785032095171155,"['OAS3', 'IRF7']",2.0094377455059425,foldChange,Cytoplasmic pattern recognition receptor signaling pathway in response to virus ,2
regulation of microtubule nucleation (GO:0010968),0.009785032095171155,"['HSPA1B', 'HSPA1A']",2.0094377455059425,foldChange,Regulation of microtubule nucleation ,2
protein K11-linked deubiquitination (GO:0035871),0.009785032095171155,"['TNFAIP3', 'YOD1']",2.0094377455059425,foldChange,Protein k11-linked deubiquitination ,2
positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.009785032095171155,"['NFKBIA', 'IL6', 'IL1B', 'HSPA1B', 'HSPA1A']",2.0094377455059425,foldChange,Positive regulation of nf-kappab transcription factor activity ,5
cytokine-mediated signaling pathway (GO:0019221),4.966504826938183e-13,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2', 'SOCS3', 'MT2A', 'UBB', 'CCND1', 'TMSB4X', 'UBC', 'HMOX1', 'TIMP1', 'JUNB', 'B2M', 'HSPA8', 'IL11', 'TNFRSF12A', 'MMP1', 'MMP3', 'FN1', 'MIF', 'NFKBIA', 'COL1A2', 'IL1B', 'VIM']",12.303949138101926,raw,Cytokine-mediated signaling pathway ,25
cellular response to cytokine stimulus (GO:0071345),1.7539498101823658e-11,"['HSPA8', 'IL11', 'CXCL8', 'DUSP1', 'MMP1', 'MMP3', 'FN1', 'CXCL1', 'CXCL2', 'SOCS3', 'MT2A', 'COL1A2', 'UBB', 'CCND1', 'IL1B', 'UBC', 'HMOX1', 'VIM', 'TIMP1', 'GAPDH', 'JUNB']",10.755982838263428,raw,Cellular response to cytokine stimulus ,21
negative regulation of programmed cell death (GO:0043069),3.223955979419827e-08,"['HSPA5', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'NFKBIA', 'GREM1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'HSPA1B', 'TPT1', 'HSPA1A']",7.491610896775625,raw,Negative regulation of programmed cell death ,16
regulation of apoptotic process (GO:0042981),3.223955979419827e-08,"['HSPA5', 'TNFRSF12A', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'RHOB', 'NFKBIA', 'GREM1', 'LGALS1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'CALR', 'HSPA1B', 'TPT1', 'ATF4', 'HSPA1A']",7.491610896775625,raw,Regulation of apoptotic process ,21
positive regulation of gene expression (GO:0010628),6.659727063788055e-08,"['DDX5', 'CXCL8', 'CITED2', 'FN1', 'MIF', 'EEF2', 'THBS1', 'DKK1', 'ACTB', 'ACTG1', 'ACTC1', 'IL1B', 'VIM', 'GAPDH', 'HSPA1B', 'ATF4', 'HSPA1A']",7.176543569196018,raw,Positive regulation of gene expression ,17
negative regulation of apoptotic process (GO:0043066),6.659727063788055e-08,"['GPX1', 'HSPA5', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'NFKBIA', 'GREM1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'HSPA1B', 'TPT1', 'HSPA1A']",7.176543569196018,raw,Negative regulation of apoptotic process ,17
response to unfolded protein (GO:0006986),9.523898260715519e-07,"['HSPA8', 'HSP90AB1', 'HSPA5', 'DDIT3', 'HSPB1', 'HSPA1B', 'HSPA1A']",6.021185252604185,raw,Response to unfolded protein ,7
regulation of cell migration (GO:0030334),2.8378299688467e-06,"['HSPA5', 'CITED2', 'SERPINE1', 'MIF', 'THBS1', 'ACTG1', 'RHOB', 'COL1A1', 'MMP14', 'TMSB4X', 'IL1B', 'FLNA', 'CCN1', 'TMSB10']",5.547013629246335,raw,Regulation of cell migration ,14
cellular response to heat (GO:0034605),3.756504281307034e-06,"['HSP90AB1', 'TCIM', 'HMOX1', 'THBS1', 'HSPA1B', 'HSPA1A']",5.425216111856312,raw,Cellular response to heat ,6
extracellular matrix organization (GO:0030198),4.926402921042949e-06,"['COL1A1', 'GREM1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'TIMP1', 'THBS1']",5.307470070931853,raw,Extracellular matrix organization ,12
extracellular structure organization (GO:0043062),1.652758488036018e-05,"['COL1A1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'THBS1']",4.7817906037644935,raw,Extracellular structure organization ,10
external encapsulating structure organization (GO:0045229),1.652758488036018e-05,"['COL1A1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'THBS1']",4.7817906037644935,raw,External encapsulating structure organization ,10
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),1.6716174394744272e-05,"['GPX1', 'IL1B', 'SERPINE1', 'HMOX1', 'THBS1', 'HSPA1B', 'HSPA1A']",4.776863106643031,raw,Negative regulation of extrinsic apoptotic signaling pathway ,7
supramolecular fiber organization (GO:0097435),1.8393927354606343e-05,"['COL1A1', 'GREM1', 'COL1A2', 'ACTC1', 'HSP90AB1', 'UBB', 'LUM', 'TPM2', 'UBC', 'VIM', 'B2M', 'RHOB']",4.73532553306026,raw,Supramolecular fiber organization ,12
PERK-mediated unfolded protein response (GO:0036499),1.8393927354606343e-05,"['CXCL8', 'HSPA5', 'DDIT3', 'ATF4']",4.73532553306026,raw,Perk-mediated unfolded protein response ,4
platelet degranulation (GO:0002576),1.950212103420372e-05,"['CD63', 'SPARC', 'TMSB4X', 'SERPINE1', 'FN1', 'FLNA', 'TIMP1', 'THBS1']",4.7099181525679,raw,Platelet degranulation ,8
regulation of cell cycle (GO:0051726),2.3446672566372823e-05,"['CXCL8', 'HSP90AB1', 'CCND1', 'DUSP1', 'CITED2', 'CALR', 'MIF', 'THBS1', 'JUNB', 'EIF4G2', 'RHOB']",4.62991878146054,raw,Regulation of cell cycle ,11
positive regulation of macromolecule metabolic process (GO:0010604),3.941539620070699e-05,"['GREM1', 'CD63', 'CXCL8', 'ACTC1', 'CITED2', 'IL1B', 'FN1', 'DKK1', 'HSPA1B', 'ACTG1', 'ATF4', 'HSPA1A']",4.404334103582489,raw,Positive regulation of macromolecule metabolic process ,12
response to UV-A (GO:0070141),4.354417620397021e-05,"['CCND1', 'MMP1', 'MMP3', 'TIMP1']",4.361069921290259,raw,Response to uv-a ,4
cellular response to oxygen-containing compound (GO:1901701),4.7343774368331716e-05,"['H2AZ1', 'RRAGA', 'CXCL8', 'IL1B', 'MMP3', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2', 'ACTB']",4.324737121945651,raw,Cellular response to oxygen-containing compound ,11
integrated stress response signaling (GO:0140467),5.150291073117045e-05,"['CXCL8', 'HSPA5', 'DDIT3', 'ATF4']",4.288168225740097,raw,Integrated stress response signaling ,4
positive regulation of vasculature development (GO:1904018),5.150291073117045e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",4.288168225740097,raw,Positive regulation of vasculature development ,7
neutrophil degranulation (GO:0043312),5.150291073117045e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.288168225740097,raw,Neutrophil degranulation ,13
negative regulation of cellular process (GO:0048523),5.156452573712067e-05,"['CXCL8', 'DUSP1', 'CXCL1', 'MIF', 'RHOB', 'CCDC85B', 'FTH1', 'ARHGDIA', 'IL1B', 'TXNIP', 'CCN2', 'CCN1', 'HSPA1B', 'HSPA1A']",4.2876489723038755,raw,Negative regulation of cellular process ,14
neutrophil activation involved in immune response (GO:0002283),5.156452573712067e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.2876489723038755,raw,Neutrophil activation involved in immune response ,13
platelet aggregation (GO:0070527),5.156452573712067e-05,"['FN1', 'HSPB1', 'FLNA', 'ACTB', 'ACTG1']",4.2876489723038755,raw,Platelet aggregation ,5
neutrophil mediated immunity (GO:0002446),5.156452573712067e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.2876489723038755,raw,Neutrophil mediated immunity ,13
negative regulation of multicellular organismal process (GO:0051241),6.638249150764447e-05,"['RGS2', 'DDIT3', 'IL1B', 'ID1', 'ADM', 'TIMP1', 'CALR', 'DKK1', 'ATF4']",4.177946451419501,raw,Negative regulation of multicellular organismal process ,9
cellular response to molecule of bacterial origin (GO:0071219),8.963222324805386e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",4.047535831152702,raw,Cellular response to molecule of bacterial origin ,7
positive regulation of angiogenesis (GO:0045766),9.183452381674108e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",4.0369940215824185,raw,Positive regulation of angiogenesis ,7
cellular response to lipopolysaccharide (GO:0071222),0.0001115537624647794,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.952515777328724,raw,Cellular response to lipopolysaccharide ,7
homotypic cell-cell adhesion (GO:0034109),0.00011991416300238614,"['FN1', 'HSPB1', 'FLNA', 'ACTB', 'ACTG1']",3.921129519565634,raw,Homotypic cell-cell adhesion ,5
positive regulation of cellular process (GO:0048522),0.00012040806790381276,"['IL11', 'HSP90AB1', 'CITED2', 'FN1', 'THBS1', 'DKK1', 'GREM1', 'MMP14', 'CCND1', 'IL1B', 'CCN2', 'TIMP1', 'CALR', 'EIF4G2']",3.9193444123413443,raw,Positive regulation of cellular process ,14
regulation of translation (GO:0006417),0.0001335916524962091,"['HSPB1', 'VIM', 'CALR', 'EEF2', 'THBS1', 'GAPDH', 'EIF4G2', 'EIF1']",3.874220677998907,raw,Regulation of translation ,8
regulation of interleukin-8 production (GO:0032677),0.0001335916524962091,"['TMSB4X', 'DDIT3', 'IL1B', 'SERPINE1', 'HSPA1B', 'HSPA1A']",3.874220677998907,raw,Regulation of interleukin-8 production ,6
positive regulation of intracellular signal transduction (GO:1902533),0.0001335916524962091,"['IL11', 'HSP90AB1', 'FN1', 'MIF', 'THBS1', 'RRAGA', 'LGALS1', 'TCIM', 'DDIT3', 'IL1B', 'FLNA', 'HMOX1', 'GAPDH']",3.874220677998907,raw,Positive regulation of intracellular signal transduction ,13
regulated exocytosis (GO:0045055),0.00013363367116960305,"['CD63', 'SPARC', 'TMSB4X', 'SERPINE1', 'FN1', 'FLNA', 'TIMP1', 'THBS1']",3.8740841005376696,raw,Regulated exocytosis ,8
response to host defenses (GO:0052200),0.0001566142428845569,"['UBB', 'UBC', 'B2M']",3.8051687446733897,raw,Response to host defenses ,3
modulation by symbiont of host defense response (GO:0052031),0.0001566142428845569,"['UBB', 'UBC', 'B2M']",3.8051687446733897,raw,Modulation by symbiont of host defense response ,3
positive regulation of cell population proliferation (GO:0008284),0.00015858963577298368,"['GREM1', 'IL11', 'IL1B', 'S100A6', 'FN1', 'HMOX1', 'TIMP1', 'CALR', 'MIF', 'CCN1', 'THBS1', 'NES']",3.7997251983152567,raw,Positive regulation of cell population proliferation ,12
positive regulation of endothelial cell migration (GO:0010595),0.00016274072561536101,"['SPARC', 'TMSB4X', 'HSPB1', 'CALR', 'THBS1', 'RHOB']",3.7885037519385083,raw,Positive regulation of endothelial cell migration ,6
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.0001699487164217923,"['UBB', 'DDIT3', 'UBC', 'HMOX1', 'ATF4', 'HSPA1A']",3.7696821111811736,raw,Regulation of transcription from rna polymerase ii promoter in response to stress ,6
negative regulation of signal transduction (GO:0009968),0.0002561031273910708,"['RGS2', 'MMP14', 'CXCL8', 'TCIM', 'IL1B', 'DDIT4', 'CALR', 'THBS1', 'DKK1']",3.5915851181329295,raw,Negative regulation of signal transduction ,9
negative regulation of cell migration (GO:0030336),0.0002561031273910708,"['CITED2', 'SERPINE1', 'HMOX1', 'TIMP1', 'CALR', 'MIF', 'RHOB']",3.5915851181329295,raw,Negative regulation of cell migration ,7
chaperone cofactor-dependent protein refolding (GO:0051085),0.0002561031273910708,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.5915851181329295,raw,Chaperone cofactor-dependent protein refolding ,4
regulation of angiogenesis (GO:0045765),0.0002561031273910708,"['CXCL8', 'SPARC', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",3.5915851181329295,raw,Regulation of angiogenesis ,8
positive regulation of cell migration (GO:0030335),0.0002561031273910708,"['COL1A1', 'MMP14', 'HSPA5', 'IL1B', 'FN1', 'CCN1', 'PFN1', 'THBS1', 'ACTG1']",3.5915851181329295,raw,Positive regulation of cell migration ,9
cellular response to unfolded protein (GO:0034620),0.0002874856876080087,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.5413837716616126,raw,Cellular response to unfolded protein ,4
ATF6-mediated unfolded protein response (GO:0036500),0.0002969972620978964,"['HSPA5', 'DDIT3', 'CALR']",3.527247554256041,raw,Atf6-mediated unfolded protein response ,3
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),0.0003198240957319755,"['HSP90AB1', 'UBB', 'CITED2', 'UBC', 'THBS1', 'HSPA1A']",3.495088819360208,raw,Regulation of transforming growth factor beta receptor signaling pathway ,6
regulation of cell death (GO:0010941),0.0003483629928568192,"['UBB', 'CCN2', 'CCN1', 'DKK1', 'HSPA1B', 'HSPA1A']",3.4579679869930797,raw,Regulation of cell death ,6
cellular response to chemokine (GO:1990869),0.0003483629928568192,"['CXCL8', 'DUSP1', 'CXCL1', 'CXCL3', 'CXCL2']",3.4579679869930797,raw,Cellular response to chemokine ,5
positive regulation of interleukin-8 production (GO:0032757),0.0003708392988763828,"['DDIT3', 'IL1B', 'SERPINE1', 'HSPA1B', 'HSPA1A']",3.430814248689374,raw,Positive regulation of interleukin-8 production ,5
modulation by symbiont of host process (GO:0044003),0.0003786122646257306,"['UBB', 'UBC', 'B2M']",3.4218053217694626,raw,Modulation by symbiont of host process ,3
cellular response to lipid (GO:0071396),0.0003786122646257306,"['H2AZ1', 'CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.4218053217694626,raw,Cellular response to lipid ,8
response to lipopolysaccharide (GO:0032496),0.0003901489150002889,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.408769596514799,raw,Response to lipopolysaccharide ,7
positive regulation of cell motility (GO:2000147),0.0003901489150002889,"['COL1A1', 'MMP14', 'HSPA5', 'CAVIN1', 'IL1B', 'CCN1', 'THBS1', 'ACTG1']",3.408769596514799,raw,Positive regulation of cell motility ,8
'de novo' posttranslational protein folding (GO:0051084),0.0004200660655665555,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.376682400900596,raw,'de novo' posttranslational protein folding ,4
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.0004219112201315237,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2', 'GAPDH']",3.3747789250177083,raw,Antimicrobial humoral immune response mediated by antimicrobial peptide ,5
cellular response to topologically incorrect protein (GO:0035967),0.0004577232990347394,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.3393969805491324,raw,Cellular response to topologically incorrect protein ,4
cellular response to UV-A (GO:0071492),0.0004577232990347394,"['MMP1', 'MMP3', 'TIMP1']",3.3393969805491324,raw,Cellular response to uv-a ,3
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),0.0004577232990347394,"['HSPA5', 'DDIT3', 'ATF4']",3.3393969805491324,raw,Positive regulation of transcription from rna polymerase ii promoter in response to endoplasmic reticulum stress ,3
negative regulation of leukocyte chemotaxis (GO:0002689),0.0005984306957093652,"['GREM1', 'DUSP1', 'MIF']",3.222986138012425,raw,Negative regulation of leukocyte chemotaxis ,3
regulation of cellular response to stress (GO:0080135),0.0006424862891985972,"['HSPA8', 'HSP90AB1', 'HSPA1B', 'IER3', 'ATF4', 'HSPA1A']",3.1921361358393554,raw,Regulation of cellular response to stress ,6
retina homeostasis (GO:0001895),0.0006883868679978781,"['HSPB1', 'B2M', 'ACTB', 'ACTG1']",3.162167423077853,raw,Retina homeostasis ,4
protein stabilization (GO:0050821),0.0007189738443356881,"['HSP90AB1', 'FLNA', 'CALR', 'PFN1', 'GAPDH', 'HSPA1B', 'HSPA1A']",3.1432869085980615,raw,Protein stabilization ,7
regulation of mRNA catabolic process (GO:0061013),0.0007408419294954915,"['HSPA8', 'UBB', 'UBC', 'HSPB1', 'VIM', 'HSPA1A']",3.1302744458277396,raw,Regulation of mrna catabolic process ,6
negative regulation of transcription by RNA polymerase II (GO:0000122),0.0007737103366878567,"['DDX5', 'CITED2', 'DKK1', 'EID1', 'UBB', 'CCND1', 'DDIT3', 'ID1', 'UBC', 'ID3', 'CALR', 'ATF4', 'HSPA1A']",3.1114216009755267,raw,Negative regulation of transcription by rna polymerase ii ,13
actin-myosin filament sliding (GO:0033275),0.0007948991455250656,"['MYL6', 'ACTC1', 'TPM2', 'VIM']",3.0996879698598367,raw,Actin-myosin filament sliding ,4
muscle filament sliding (GO:0030049),0.0007948991455250656,"['MYL6', 'ACTC1', 'TPM2', 'VIM']",3.0996879698598367,raw,Muscle filament sliding ,4
regulation of integrin-mediated signaling pathway (GO:2001044),0.0008722024052020978,"['CD63', 'FLNA', 'TIMP1']",3.05938272004214,raw,Regulation of integrin-mediated signaling pathway ,3
positive regulation of cytokine production (GO:0001819),0.0009437658048177461,"['DDIT3', 'IL1B', 'SERPINE1', 'HMOX1', 'MIF', 'GAPDH', 'HSPA1B', 'ATF4', 'HSPA1A']",3.0251357623692074,raw,Positive regulation of cytokine production ,9
regulation of endothelial cell chemotaxis (GO:2001026),0.0010565361837703794,"['TMSB4X', 'HSPB1', 'THBS1']",2.976115624837208,raw,Regulation of endothelial cell chemotaxis ,3
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),0.0011228606992085622,"['GPX1', 'SERPINE1', 'HMOX1', 'THBS1']",2.9496741184647397,raw,Regulation of extrinsic apoptotic signaling pathway via death domain receptors ,4
positive regulation of receptor-mediated endocytosis (GO:0048260),0.0013334197070386695,"['GREM1', 'CD63', 'SERPINE1', 'B2M']",2.875033130585209,raw,Positive regulation of receptor-mediated endocytosis ,4
"negative regulation of transcription, DNA-templated (GO:0045892)",0.0013713506687646417,"['HSPA8', 'DDX5', 'CITED2', 'DKK1', 'EID1', 'UBB', 'CCND1', 'CCDC85B', 'DDIT3', 'ID1', 'UBC', 'ID3', 'FLNA', 'CALR', 'ATF4']",2.8628514773503304,raw,"Negative regulation of transcription, dna-templated ",15
regulation of fibroblast proliferation (GO:0048145),0.0015453233473686195,"['FTH1', 'FN1', 'S100A6', 'MIF']",2.810980633853935,raw,Regulation of fibroblast proliferation ,4
negative regulation of DNA-binding transcription factor activity (GO:0043433),0.0015453233473686195,"['NFKBIA', 'DDIT3', 'TMSB4X', 'ID1', 'ID3', 'FLNA']",2.810980633853935,raw,Negative regulation of dna-binding transcription factor activity ,6
positive regulation of neuron death (GO:1901216),0.0016442964792693054,"['DDIT3', 'DDIT4', 'DKK1', 'ATF4']",2.784019873108733,raw,Positive regulation of neuron death ,4
regulation of mRNA stability (GO:0043488),0.0016898903237361847,"['HSPA8', 'UBB', 'UBC', 'HSPB1', 'VIM', 'HSPA1A']",2.772141480795689,raw,Regulation of mrna stability ,6
positive regulation of blood vessel endothelial cell migration (GO:0043536),0.0017428044309357725,"['TMSB4X', 'HSPB1', 'HMOX1', 'THBS1']",2.7587513445771665,raw,Positive regulation of blood vessel endothelial cell migration ,4
positive regulation of epithelial cell migration (GO:0010634),0.0019415723348589309,"['SPARC', 'CALR', 'PFN1', 'THBS1', 'RHOB']",2.7118464248218292,raw,Positive regulation of epithelial cell migration ,5
regulation of cell population proliferation (GO:0042127),0.0019450806297535218,"['IL11', 'CXCL8', 'FN1', 'CXCL1', 'THBS1', 'GREM1', 'FTH1', 'IL1B', 'TIMP1', 'CALR', 'JUNB', 'HSPA1B', 'HSPA1A']",2.7110623910831384,raw,Regulation of cell population proliferation ,13
negative regulation of cell population proliferation (GO:0008285),0.0020693663667045296,"['GREM1', 'CXCL8', 'FTH1', 'IL1B', 'HMOX1', 'CXCL1', 'B2M', 'HSPA1B', 'HSPA1A']",2.6841626137554564,raw,Negative regulation of cell population proliferation ,9
cellular transition metal ion homeostasis (GO:0046916),0.0020693663667045296,"['MT2A', 'FTH1', 'HMOX1', 'SLC39A7', 'FTL']",2.6841626137554564,raw,Cellular transition metal ion homeostasis ,5
positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.0021811890369469993,"['NFKBIA', 'UBB', 'IL1B', 'UBC', 'HSPA1B', 'HSPA1A']",2.6613066938228234,raw,Positive regulation of nf-kappab transcription factor activity ,6
regulation of protein modification by small protein conjugation or removal (GO:1903320),0.0021811890369469993,"['HSP90AB1', 'HSPA1B', 'HSPA1A']",2.6613066938228234,raw,Regulation of protein modification by small protein conjugation or removal ,3
regulation of peptidyl-serine phosphorylation (GO:0033135),0.0022033280859573134,"['IL11', 'HSP90AB1', 'DDIT4', 'MIF', 'DKK1']",2.6569208295347018,raw,Regulation of peptidyl-serine phosphorylation ,5
purinergic nucleotide receptor signaling pathway (GO:0035590),0.0024509816053892423,"['HSP90AB1', 'IL1B', 'TXNIP']",2.610659948114681,raw,Purinergic nucleotide receptor signaling pathway ,3
negative regulation of reproductive process (GO:2000242),0.0024509816053892423,"['DUSP1', 'CALR', 'TIMP1']",2.610659948114681,raw,Negative regulation of reproductive process ,3
inflammatory response (GO:0006954),0.0025178477798915833,"['CXCL8', 'IL1B', 'ADM', 'CXCL1', 'CXCL3', 'THBS1', 'CXCL2']",2.5989705293319756,raw,Inflammatory response ,7
negative regulation of metabolic process (GO:0009892),0.002778894800892016,"['DDIT3', 'IL1B', 'ID1', 'ATF4']",2.556127893761264,raw,Negative regulation of metabolic process ,4
chemokine-mediated signaling pathway (GO:0070098),0.002778894800892016,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.556127893761264,raw,Chemokine-mediated signaling pathway ,4
positive regulation of cellular metabolic process (GO:0031325),0.002853145942990444,"['NFKBIA', 'GREM1', 'CD63', 'CXCL8', 'THBS1']",2.544676012915534,raw,Positive regulation of cellular metabolic process ,5
regulation of MAPK cascade (GO:0043408),0.0028736738722094386,"['GREM1', 'IL11', 'DUSP1', 'IL1B', 'FN1', 'CCN1']",2.541562520661259,raw,Regulation of mapk cascade ,6
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),0.003006249746680347,"['IL1B', 'HSPA1B', 'HSPA1A']",2.5219749428776295,raw,Negative regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
